times,energy_gauss_wide,energy_gauss_narrow,energy_step
0.0, 0.0, 0.0, 0.0
0.0395, 2.514399991167554e-23, 2.1440114933026465e-45, 0.0
0.079, 1.2853024900604758e-20, 5.408640176130232e-45, 0.0
0.1185, 2.3742409342562757e-17, 8.67326885895782e-45, 0.0
0.158, 9.278274732594632e-17, 8.424702023312919e-40, 0.0
0.1975, 2.0713386697504183e-16, 4.595394060006008e-39, 0.0
0.237, 3.6679576828985954e-16, 8.348317917680703e-39, 0.0
0.2765, 5.717684512703924e-16, 1.2101241775355398e-38, 0.0
0.316, 8.220519159166428e-16, 1.5854165633030093e-38, 0.0
0.3555, 1.1176461622286122e-15, 1.9607089490704788e-38, 0.0
0.395, 1.4585511902062964e-15, 2.3360013348379484e-38, 0.0
0.4345, 1.8447669998497e-15, 2.711293720605416e-38, 0.0
0.474, 2.27629359115882e-15, 3.0865861063728874e-38, 0.0
0.5135, 2.7531309641336576e-15, 3.461878492140357e-38, 0.0
0.553, 3.2752791187742143e-15, 3.8371708779078264e-38, 0.0
0.5925, 3.842738055080487e-15, 4.212463263675296e-38, 0.0
0.632, 4.455507773052478e-15, 4.5877556494427665e-38, 0.0
0.6715, 5.113588272690185e-15, 4.963048035210235e-38, 0.0
0.711, 5.816979553993609e-15, 5.338340420977704e-38, 0.0
0.7505000000000001, 6.565681616962753e-15, 5.713632806745174e-38, 0.0
0.79, 7.48274295280724e-15, 6.088925192512645e-38, 0.0
0.8295, 4.9768901169998485e-14, 6.464217578280113e-38, 0.0
0.869, 1.66439588507807e-13, 6.839509964047582e-38, 0.0
0.9085, 3.5749480496618103e-13, 7.214802349815052e-38, 0.0
0.948, 6.229345505451207e-13, 7.590094735582522e-38, 0.0
0.9875, 9.627588252446776e-13, 7.965387121349992e-38, 0.0
1.027, 1.3769676290648517e-12, 8.34067950711746e-38, 0.0
1.0665, 1.8655609620056434e-12, 8.71597189288493e-38, 0.0
1.106, 2.428538824066949e-12, 9.091264278652402e-38, 0.0
1.1455, 3.0659012152489227e-12, 9.46655666441987e-38, 0.0
1.185, 3.7776481355514625e-12, 9.84184905018734e-38, 0.0
1.2245, 4.5637795849746195e-12, 1.0217141435954808e-37, 0.0
1.264, 5.424295563518342e-12, 1.0592433821722278e-37, 0.0
1.3035, 6.359196071182682e-12, 1.096772620748975e-37, 0.0
1.343, 7.36848110796759e-12, 1.1343018593257217e-37, 0.0
1.3825, 8.45215067387311e-12, 1.1718310979024686e-37, 0.0
1.422, 9.61020476889925e-12, 1.2093603364792156e-37, 0.0
1.4615, 1.0842643393045906e-11, 1.2468895750559625e-37, 0.0
1.5010000000000001, 1.2149466546313227e-11, 1.2844188136327097e-37, 0.0
1.5405, 1.3530674228701118e-11, 6.702227774916419e-36, 0.0
1.58, 1.4986266440209622e-11, 1.399071891841229e-35, 0.0
1.6195, 1.6516243180838692e-11, 2.127921006190816e-35, 0.0
1.659, 1.812060445058838e-11, 2.8567701205404373e-35, 0.0
1.6985000000000001, 1.9799350249458685e-11, 3.58561923488999e-35, 0.0
1.738, 2.155248057744951e-11, 4.314468349239577e-35, 0.0
1.7775, 2.3379995434560994e-11, 5.043317463589199e-35, 0.0
1.817, 2.528189482079305e-11, 5.772166577938786e-35, 0.0
1.8565, 2.7258178736145667e-11, 6.501015692288407e-35, 0.0
1.896, 2.930884718061896e-11, 7.229864806637994e-35, 0.0
1.9355, 3.1433900154212765e-11, 7.958713920987581e-35, 0.0
1.975, 3.3633337656927176e-11, 8.687563035337168e-35, 0.0
2.0145, 3.590715968876222e-11, 9.416412149686789e-35, 0.0
2.054, 3.825536624971787e-11, 1.0145261264036376e-34, 0.0
2.0935, 4.06779573397941e-11, 1.0874110378385998e-34, 0.0
2.133, 4.317493295899093e-11, 1.160295949273555e-34, 0.0
2.1725, 4.574629310730829e-11, 1.2331808607085138e-34, 0.0
2.212, 4.83920377847463e-11, 1.306065772143476e-34, 0.0
2.2515, 5.11121669913049e-11, 1.3789506835784346e-34, 0.0
2.291, 5.3906680726984083e-11, 1.4518355950133933e-34, 0.0
2.3305000000000002, 5.6775578991783916e-11, 1.5247205064483554e-34, 0.0
2.37, 5.971886178570429e-11, 1.5976054178833141e-34, 0.0
2.4095, 6.273652910874522e-11, 1.6704903293182694e-34, 0.0
2.449, 6.582858096090681e-11, 1.7433752407532316e-34, 0.0
2.4885, 6.8995017342189e-11, 1.8162601521881903e-34, 0.0
2.528, 7.223583825259173e-11, 1.8891450636231524e-34, 0.0
2.5675, 7.555104369211506e-11, 1.962029975058111e-34, 0.0
2.607, 7.894063366075906e-11, 2.03491488649307e-34, 0.0
2.6465, 8.240460815852357e-11, 2.1077997979280285e-34, 0.0
2.686, 8.594296718540871e-11, 2.1806847093629907e-34, 0.0
2.7255, 8.955571074141445e-11, 2.2535696207979494e-34, 0.0
2.765, 9.324283882654075e-11, 2.326454532232908e-34, 0.0
2.8045, 9.700435144078769e-11, 2.39933944366787e-34, 0.0
2.844, 1.008402485841552e-10, 2.4722243551028255e-34, 0.0
2.8835, 1.0475053025664333e-10, 2.545109266537784e-34, 0.0
2.923, 1.0873519645825205e-10, 2.6179941779727463e-34, 0.0
2.9625, 1.1279424718898136e-10, 2.690879089407705e-34, 0.0
3.0020000000000002, 1.1692768244883125e-10, 2.763764000842667e-34, 0.0
3.0415, 1.211355022378017e-10, 2.8366489122776224e-34, 0.0
3.081, 1.2541770655589277e-10, 2.909533823712581e-34, 0.0
3.1205, 1.2977429540310446e-10, 2.9824187351475433e-34, 0.0
3.16, 1.3420526877943673e-10, 3.055303646582502e-34, 0.0
3.1995, 1.3871062668488962e-10, 3.1281885580174607e-34, 0.0
3.239, 1.432903691194631e-10, 3.201073469452423e-34, 0.0
3.2785, 1.479444960831571e-10, 3.2739583808873815e-34, 0.0
3.318, 1.5267300757597177e-10, 3.3468432923223402e-34, 0.0
3.3575, 1.57475903597907e-10, 3.4197282037573024e-34, 0.0
3.3970000000000002, 1.6235318414896291e-10, 3.492613115192261e-34, 0.0
