times,energy_gauss_wide,energy_gauss_narrow,energy_step
0.0, 0.0, 0.0, 0.0
0.0395, 1.742198005959246e-14, 2.1440114933026459e-41, 0.0
0.079, 2.3757429787755656e-13, 5.408640176130231e-41, 0.0
0.1185, 7.106649670762267e-13, 8.673268858957818e-41, 0.0
0.158, 1.4366939876556023e-12, 8.424702023312884e-36, 0.0
0.1975, 2.415661359615684e-12, 4.5953940600060003e-35, 0.0
0.237, 3.64756708295647e-12, 8.348317917680712e-35, 0.0
0.2765, 7.889407173270712e-12, 1.210124177535539e-34, 0.0
0.316, 2.5269336371629765e-11, 1.5854165633030085e-34, 0.0
0.3555, 6.008779742254828e-11, 1.960708949070478e-34, 0.0
0.395, 1.1613963918367494e-10, 2.3360013348379475e-34, 0.0
0.4345, 1.9721971051269817e-10, 2.7112937206054152e-34, 0.0
0.474, 3.0712286026729974e-10, 3.0865861063728864e-34, 0.0
0.5135, 4.4964393730514155e-10, 3.461878492140356e-34, 0.0
0.553, 6.285777904839385e-10, 3.8371708779078254e-34, 0.0
0.5925, 8.477192686613328e-10, 4.212463263675295e-34, 0.0
0.632, 1.110863220695039e-09, 4.587755649442766e-34, 0.0
0.6715, 1.4218044954426995e-09, 4.963048035210234e-34, 0.0
0.711, 1.7843379417620355e-09, 5.338340420977704e-34, 0.0
0.7505000000000001, 2.202258408510696e-09, 5.713632806745174e-34, 0.0
0.79, 2.679360744546376e-09, 6.088925192512644e-34, 0.0
0.8295, 3.2194397987267438e-09, 6.464217578280112e-34, 0.0
0.869, 3.826290419909494e-09, 6.839509964047582e-34, 0.0
0.9085, 4.503707456952303e-09, 7.214802349815052e-34, 0.0
0.948, 5.255485758712832e-09, 7.59009473558252e-34, 0.0
0.9875, 6.085420174048789e-09, 7.965387121349991e-34, 0.0
1.027, 6.99730555181783e-09, 8.34067950711746e-34, 0.0
1.0665, 7.994936740877656e-09, 8.71597189288493e-34, 0.0
1.106, 9.082108590085936e-09, 9.0912642786524e-34, 0.0
1.1455, 1.0262615948300337e-08, 9.466556664419868e-34, 0.0
1.185, 1.1540253664378566e-08, 9.841849050187339e-34, 0.0
1.2245, 1.2918816587178286e-08, 1.0217141435954807e-33, 0.0
1.264, 1.4402099565557178e-08, 1.0592433821722276e-33, 0.0
1.3035, 1.5993897448372928e-08, 1.0967726207489747e-33, 0.0
1.343, 1.76980050844832e-08, 1.1343018593257215e-33, 0.0
1.3825, 1.95182173227457e-08, 1.1718310979024686e-33, 0.0
1.422, 2.145832901201808e-08, 1.2093603364792154e-33, 0.0
1.4615, 2.352213500115805e-08, 1.2468895750559625e-33, 0.0
1.5010000000000001, 2.571343013902327e-08, 1.2844188136327095e-33, 0.0
1.5405, 2.803600927447141e-08, 6.70222777749785e-32, 0.0
1.58, 3.049366725636018e-08, 1.399071892385608e-31, 0.0
