times,energy_gauss_wide,energy_gauss_narrow,energy_step
0.0, 0.0, 0.0, 0.0
0.0395, 2.514399991167554e-23, 2.1440114933026465e-45, 0.0
0.079, 9.493915365427358e-21, 5.408640176130232e-45, 0.0
0.1185, 1.74771079158407e-17, 8.67326885895782e-45, 0.0
0.158, 6.829846980047837e-17, 8.424702023312919e-40, 0.0
0.1975, 1.5247357956927883e-16, 4.595394060006008e-39, 0.0
0.237, 2.7000243722224247e-16, 8.348317917680703e-39, 0.0
0.2765, 4.208850427593689e-16, 1.2101241775355398e-38, 0.0
0.316, 6.051213961806581e-16, 1.5854165633030093e-38, 0.0
0.3555, 8.227114974861102e-16, 1.9607089490704788e-38, 0.0
0.395, 1.0736553466757254e-15, 2.3360013348379484e-38, 0.0
0.4345, 1.3579529437495032e-15, 2.711293720605416e-38, 0.0
0.474, 1.6756042887074434e-15, 3.0865861063728874e-38, 0.0
0.5135, 2.026609381549547e-15, 3.461878492140357e-38, 0.0
0.553, 2.410968222275814e-15, 3.8371708779078264e-38, 0.0
0.5925, 8.304061253561449e-15, 4.212463263675296e-38, 0.0
0.632, 2.8257495689080907e-14, 4.5877556494427665e-38, 0.0
0.6715, 6.237231171357575e-14, 4.963048035210235e-38, 0.0
0.711, 1.1064850932704598e-13, 5.338340420977704e-38, 0.0
0.7505000000000001, 1.7308608852949315e-13, 5.713632806745174e-38, 0.0
0.79, 2.496850493209142e-13, 6.088925192512645e-38, 0.0
0.8295, 3.404453917013106e-13, 6.464217578280113e-38, 0.0
0.869, 4.4536711567068396e-13, 6.839509964047582e-38, 0.0
0.9085, 5.64450221229031e-13, 7.214802349815052e-38, 0.0
0.948, 6.976947083763545e-13, 7.590094735582522e-38, 0.0
0.9875, 8.451005771126532e-13, 7.965387121349992e-38, 0.0
1.027, 1.0066678274379258e-12, 8.34067950711746e-38, 0.0
1.0665, 1.1823964593521752e-12, 8.71597189288493e-38, 0.0
1.106, 1.3722864728554002e-12, 9.091264278652402e-38, 0.0
1.1455, 1.5763378679475992e-12, 9.46655666441987e-38, 0.0
1.185, 1.7945506446287744e-12, 9.84184905018734e-38, 0.0
1.2245, 2.0269248028989255e-12, 1.0217141435954808e-37, 0.0
1.264, 2.273460342758051e-12, 1.0592433821722278e-37, 0.0
1.3035, 2.5341572642061527e-12, 1.096772620748975e-37, 0.0
1.343, 2.8090155672432277e-12, 1.1343018593257217e-37, 0.0
1.3825, 3.0980352518692812e-12, 1.1718310979024686e-37, 0.0
1.422, 3.4012163180843082e-12, 1.2093603364792156e-37, 0.0
1.4615, 3.718558765888311e-12, 1.2468895750559625e-37, 0.0
1.5010000000000001, 4.05006259528129e-12, 1.2844188136327097e-37, 0.0
1.5405, 4.395727806263242e-12, 6.702227516772336e-36, 0.0
1.58, 4.7555543988341705e-12, 1.3990718374043074e-35, 0.0
1.6195, 5.129542372994076e-12, 2.127920923131347e-35, 0.0
1.659, 5.517691728742955e-12, 2.8567700088583866e-35, 0.0
1.6985000000000001, 5.9200024660808116e-12, 3.585619094585426e-35, 0.0
1.738, 6.33647458500764e-12, 4.314468180312466e-35, 0.0
1.7775, 6.7671080855234474e-12, 5.043317266039505e-35, 0.0
1.817, 7.2119029676282254e-12, 5.772166351766579e-35, 0.0
1.8565, 7.670859231321985e-12, 6.501015437493619e-35, 0.0
1.896, 8.138838425557012e-12, 7.229864523220658e-35, 0.0
1.9355, 8.596270718642863e-12, 7.958713608947698e-35, 0.0
1.975, 9.041248404912855e-12, 8.687562694674738e-35, 0.0
2.0145, 9.473771484366984e-12, 9.416411780401811e-35, 0.0
2.054, 9.893839957005253e-12, 1.014526086612885e-34, 0.0
2.0935, 1.0301453822827674e-11, 1.087410995185589e-34, 0.0
2.133, 1.0696613081834229e-11, 1.160295903758293e-34, 0.0
2.1725, 1.1079317734024922e-11, 1.233180812330997e-34, 0.0
2.212, 1.1449567779399764e-11, 1.3060657209037044e-34, 0.0
2.2515, 1.1807363217958743e-11, 1.3789506294764083e-34, 0.0
2.291, 1.2152704049701863e-11, 1.4518355380491123e-34, 0.0
2.3305000000000002, 1.2485590274629129e-11, 1.5247204466218162e-34, 0.0
2.37, 1.280602189274053e-11, 1.5976053551945202e-34, 0.0
2.4095, 1.3113998904036075e-11, 1.6704902637672242e-34, 0.0
2.449, 1.3409521308515759e-11, 1.7433751723399315e-34, 0.0
2.4885, 1.3692589106179595e-11, 1.8162600809126355e-34, 0.0
2.528, 1.3963202297027559e-11, 1.8891449894853395e-34, 0.0
2.5675, 1.422136088105967e-11, 1.9620298980580434e-34, 0.0
2.607, 1.4467064858275924e-11, 2.0349148066307474e-34, 0.0
2.6465, 1.4700314228676312e-11, 2.1077997152034513e-34, 0.0
2.686, 1.4921108992260842e-11, 2.1806846237761587e-34, 0.0
2.7255, 1.512944914902952e-11, 2.2535695323488627e-34, 0.0
2.765, 1.532533469898234e-11, 2.3264544409215666e-34, 0.0
2.8045, 1.55087656421193e-11, 2.3993393494942706e-34, 0.0
2.844, 1.5679741978440394e-11, 2.4722242580669746e-34, 0.0
2.8835, 1.5838263707945638e-11, 2.5451091666396785e-34, 0.0
2.923, 1.5984330830635017e-11, 2.617994075212386e-34, 0.0
2.9625, 1.611794334650854e-11, 2.69087898378509e-34, 0.0
3.0020000000000002, 1.6239101255566208e-11, 2.763763892357794e-34, 0.0
3.0415, 1.6347804557808014e-11, 2.8366488009304978e-34, 0.0
3.081, 1.644405325323396e-11, 2.9095337095032017e-34, 0.0
3.1205, 1.652784734184405e-11, 2.9824186180759057e-34, 0.0
3.16, 1.6599186823638278e-11, 3.055303526648613e-34, 0.0
3.1995, 1.6663265530738088e-11, 3.128188435221317e-34, 0.0
3.239, 1.6777916692143838e-11, 3.201073343794021e-34, 0.0
3.2785, 1.6959222358655257e-11, 3.2739582523667284e-34, 0.0
3.318, 1.7207182530272332e-11, 3.346843160939429e-34, 0.0
3.3575, 1.752179720699507e-11, 3.4197280695121363e-34, 0.0
3.3970000000000002, 1.7903066388823478e-11, 3.4926129780848403e-34, 0.0
